Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2006,1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,.439,.354,.824,28.7,14.3,4.6,1.2,18.9,.057,-1.6,1.5
2006,2,CHI,LaMarcus Aldridge,Texas,15,1029,35192,19951,8478,2034,.491,.321,.811,34.2,19.4,8.2,2.0,112.6,.154,1.7,32.6
2006,3,CHA,Adam Morrison,Gonzaga,3,161,3278,1200,342,222,.373,.331,.710,20.4,7.5,2.1,1.4,-1.4,-.021,-5.0,-2.4
2006,4,POR,Tyrus Thomas,LSU,8,402,7932,3093,1938,347,.438,.235,.732,19.7,7.7,4.8,0.9,13.0,.078,-1.2,1.7
2006,5,ATL,Shelden Williams,Duke,6,361,5586,1618,1562,163,.462,.222,.740,15.5,4.5,4.3,0.5,9.9,.085,-3.0,-1.5
2006,6,MIN,Brandon Roy,Washington,6,326,11561,6136,1388,1517,.459,.348,.800,35.5,18.8,4.3,4.7,37.4,.155,3.6,16.3
2006,7,BOS,Randy Foye,Villanova,11,752,19279,7729,1686,2112,.401,.366,.852,25.6,10.3,2.2,2.8,23.5,.058,-1.2,3.8
2006,8,HOU,Rudy Gay,UConn,15,1002,32575,16829,5849,2160,.454,.350,.799,32.5,16.8,5.8,2.2,58.5,.086,0.7,22.3
2006,9,GSW,Patrick O'Bryant,Bradley,4,90,524,186,127,25,.494,.000,.583,5.8,2.1,1.4,0.3,0.5,.046,-4.6,-0.3
2006,10,SEA,Mouhamed Sene,,3,47,260,103,75,1,.427,,.589,5.5,2.2,1.6,0.0,0.3,.052,-5.1,-0.2
2006,11,ORL,J.J. Redick,Duke,15,937,23943,12020,1902,1861,.447,.415,.892,25.6,12.8,2.0,2.0,63.8,.128,0.7,16.1
2006,12,NOK,Hilton Armstrong,UConn,6,292,3378,880,766,102,.501,.286,.582,11.6,3.0,2.6,0.3,3.9,.055,-4.1,-1.8
2006,13,PHI,Thabo Sefolosha,,14,869,19062,4994,3252,1196,.449,.349,.732,21.9,5.7,3.7,1.4,39.3,.099,0.6,12.4
2006,14,UTA,Ronnie Brewer,Arkansas,8,502,11539,3940,1427,828,.490,.254,.675,23.0,7.8,2.8,1.6,30.4,.127,1.6,10.6
2006,15,NOK,Cedric Simmons,NC State,3,75,705,163,141,14,.409,,.390,9.4,2.2,1.9,0.2,0.1,.005,-5.0,-0.5
2006,16,CHI,Rodney Carney,Memphis,5,299,4600,1778,588,132,.422,.338,.704,15.4,5.9,2.0,0.4,6.2,.064,-1.6,0.5
2006,17,IND,Shawne Williams,Memphis,7,314,5368,1769,945,220,.403,.339,.755,17.1,5.6,3.0,0.7,6.7,.060,-2.2,-0.3
2006,18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,.386,.290,.793,9.4,3.9,2.4,0.2,0.5,.025,-4.8,-0.7
2006,19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,.389,.312,.884,10.7,4.1,1.1,0.7,0.0,.000,-3.5,-0.6
2006,20,NYK,Renaldo Balkman,South Carolina,6,221,3064,894,769,132,.510,.172,.542,13.9,4.0,3.5,0.6,7.2,.113,0.1,1.6
2006,21,PHO,Rajon Rondo,Kentucky,15,912,27749,9107,4220,7374,.458,.320,.608,30.4,10.0,4.6,8.1,60.7,.105,1.3,23.0
2006,22,NJN,Marcus Williams,UConn,4,203,3095,1128,361,574,.386,.321,.767,15.2,5.6,1.8,2.8,0.0,-.001,-3.3,-1.0
2006,23,NJN,Josh Boone,UConn,4,256,4482,1340,1258,125,.544,,.445,17.5,5.2,4.9,0.5,9.1,.097,-2.0,0.0
2006,24,MEM,Kyle Lowry,Villanova,15,960,30480,14272,4193,5995,.424,.368,.812,31.8,14.9,4.4,6.2,98.4,.155,3.1,39.6
2006,25,CLE,Shannon Brown,Michigan State,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,9.2,.060,-1.5,1.0
2006,26,LAL,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,.423,.374,.739,19.5,7.7,1.9,2.9,13.9,.068,-0.5,3.7
2006,27,PHO,Sergio Rodríguez,,5,353,5281,1747,525,1183,.409,.337,.739,15.0,4.9,1.5,3.4,4.3,.039,-2.0,0.1
2006,28,DAL,Maurice Ager,Michigan State,4,82,505,169,46,19,.339,.250,.566,6.2,2.1,0.6,0.2,-0.9,-.089,-9.4,-0.9
2006,29,NYK,Mardy Collins,Temple,4,189,2771,742,336,327,.380,.299,.599,14.7,3.9,1.8,1.7,-1.6,-.027,-4.4,-1.7
2006,30,POR,Joel Freeland,,3,151,1821,477,518,65,.459,.000,.728,12.1,3.2,3.4,0.4,3.2,.084,-3.3,-0.6
2006,31,POR,James White,Cincinnati,3,67,583,182,68,35,.438,.340,.676,8.7,2.7,1.0,0.5,0.8,.062,-3.2,-0.2
2006,32,HOU,Steve Novak,Marquette,11,467,5657,2177,591,132,.437,.430,.877,12.1,4.7,1.3,0.3,14.5,.123,0.8,4.0
2006,33,ATL,Solomon Jones,South Florida,8,281,3092,839,654,99,.467,.111,.717,11.0,3.0,2.3,0.4,5.0,.078,-4.0,-1.6
2006,34,LAC,Paul Davis,Michigan State,4,82,702,217,158,32,.402,.000,.732,8.6,2.6,1.9,0.4,0.5,.035,-4.2,-0.4
2006,35,TOR,P.J. Tucker,Texas,10,699,20406,4983,3988,991,.420,.360,.748,29.2,7.1,5.7,1.4,35.0,.082,-0.8,5.9
2006,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,.553,.037,.661,16.9,7.6,3.9,0.8,16.0,.113,-1.2,1.4
2006,37,MIN,Bobby Jones,Washington,2,91,867,288,149,44,.442,.306,.685,9.5,3.2,1.6,0.5,1.1,.060,-4.1,-0.5
2006,38,GSW,Kosta Perović,,1,7,38,10,13,1,.300,,.667,5.4,1.4,1.9,0.1,0.0,.060,-5.9,0.0
2006,39,MIL,David Noel,UNC,1,68,792,184,123,65,.367,.321,.860,11.6,2.7,1.8,1.0,0.4,.024,-3.1,-0.2
2006,40,SEA,Denham Brown,UConn,,,,,,,,,,,,,,,,,
2006,41,ORL,James Augustine,Illinois,2,27,156,42,33,4,.514,,.500,5.8,1.6,1.2,0.1,0.3,.101,-2.7,0.0
2006,42,CLE,Daniel Gibson,Texas,7,397,9316,3115,792,775,.402,.407,.780,23.5,7.8,2.0,2.0,16.0,.082,-1.0,2.4
2006,43,NOK,Marcus Vinicius,,2,26,172,50,19,7,.457,.421,.556,6.6,1.9,0.7,0.3,0.2,.056,-3.0,0.0
2006,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
2006,45,IND,Alexander Johnson,Florida State,2,102,1302,439,275,30,.517,,.672,12.8,4.3,2.7,0.3,1.5,.056,-4.6,-0.9
2006,46,UTA,Dee Brown,Illinois,2,68,711,140,69,119,.340,.250,.643,10.5,2.1,1.0,1.8,0.1,.008,-3.0,-0.2
2006,47,UTA,Paul Millsap,Louisiana Tech,15,1047,30022,14373,7543,2337,.490,.344,.736,28.7,13.7,7.2,2.2,94.8,.152,2.0,29.8
2006,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
2006,49,DEN,Leon Powe,California,5,239,3320,1484,911,78,.515,.000,.682,13.9,6.2,3.8,0.3,12.0,.174,-1.6,0.3
2006,50,CHA,Ryan Hollins,UCLA,10,518,6134,1913,1140,151,.584,.000,.649,11.8,3.7,2.2,0.3,10.4,.081,-4.1,-3.2
2006,51,LAL,Cheikh Samb,,2,22,114,22,31,1,.250,.000,.444,5.2,1.0,1.4,0.0,-0.1,-.056,-9.1,-0.2
2006,52,LAC,Guillermo Díaz,Miami (FL),1,6,18,5,2,1,.250,.000,.600,3.0,0.8,0.3,0.2,0.0,.033,-2.9,0.0
2006,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
2006,54,NJN,Hassan Adams,Arizona,2,73,547,185,84,14,.534,.000,.643,7.5,2.5,1.2,0.2,0.8,.072,-2.3,0.0
2006,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
2006,56,TOR,Edin Bavčić,,,,,,,,,,,,,,,,,,
2006,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
2006,58,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,,,,
2006,59,SAS,Damir Markota,,1,30,170,51,31,6,.365,.375,.636,5.7,1.7,1.0,0.2,-0.2,-.070,-8.5,-0.3
2006,60,DET,Will Blalock,Iowa State,1,14,166,25,15,17,.300,.200,1.000,11.9,1.8,1.1,1.2,-0.1,-.032,-5.8,-0.2
2007,1,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,.574,,.658,19.3,8.0,6.2,0.5,7.3,.174,-0.4,0.8
2007,2,SEA,Kevin Durant,Texas,13,877,32226,23728,6182,3631,.494,.384,.882,36.7,27.1,7.0,4.1,145.7,.217,6.8,71.1
2007,3,ATL,Al Horford,Florida,14,881,28592,12288,7241,2912,.517,.364,.755,32.5,13.9,8.2,3.3,92.8,.156,2.8,34.7
2007,4,MEM,Mike Conley,Ohio State,14,884,28522,13214,2647,5010,.440,.378,.821,32.3,14.9,3.0,5.7,79.8,.134,2.4,31.8
2007,5,BOS,Jeff Green,Georgetown,13,969,28450,12425,4248,1524,.443,.338,.804,29.4,12.8,4.4,1.6,45.8,.077,-1.3,4.7
2007,6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,.404,.333,.780,22.2,7.9,4.9,0.7,3.1,.025,-4.3,-3.5
2007,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,.425,.284,.713,22.9,8.7,2.8,1.5,22.5,.058,-1.6,2.0
2007,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,.607,.000,.674,16.2,7.0,3.6,0.5,26.2,.181,2.3,7.5
2007,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,.491,.000,.700,27.7,8.8,9.0,2.8,61.9,.159,2.5,20.9
2007,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,.457,.350,.716,22.7,8.7,5.7,1.9,22.6,.070,-1.1,3.4
2007,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,1.6,.032,-3.9,-1.1
2007,12,PHI,Thaddeus Young,Georgia Tech,14,1026,30761,13446,6087,1870,.502,.331,.668,30.0,13.1,5.9,1.8,66.3,.104,0.4,18.9
2007,13,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,3.9,.061,-0.5,1.2
2007,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,6.1,.035,-3.5,-3.2
2007,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,28.7,.077,-0.9,4.9
2007,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,.418,.376,.836,22.8,11.4,2.0,1.0,18.6,.054,-2.2,-0.8
2007,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,3.0,.073,-3.1,-0.6
2007,18,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,.424,.376,.846,22.7,9.7,2.1,1.7,30.5,.075,-1.3,3.3
2007,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.2,-1.0
2007,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,14.1,.067,-2.9,-2.4
2007,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-2.7,-1.1
2007,22,CHA,Jared Dudley,Boston College,14,903,20112,6633,2847,1394,.464,.393,.732,22.3,7.3,3.2,1.5,43.0,.103,0.2,11.0
2007,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,.443,.341,.770,30.0,12.5,5.3,1.8,29.0,.069,-1.3,3.5
2007,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,14.2,.114,1.7,5.6
2007,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.1,-0.4
2007,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,19.2,.069,-1.2,2.7
2007,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,33.5,.077,-1.5,2.4
2007,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,.555,.143,.697,19.2,7.9,5.0,1.2,25.3,.178,1.1,5.4
2007,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-4.5,-0.3
2007,30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
2007,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-0.3,5.0
2007,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-2.8,-0.1
2007,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-5.4,0.0
2007,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,0.5,0.2
2007,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.6,-1.7
2007,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-5.2,-0.3
2007,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,0.3,4.7
2007,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-5.7,-1.1
2007,39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,
2007,40,LAL,Sun Yue,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-.226,-19.4,-0.1
2007,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-5.7,-0.7
2007,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,-4.7,0.0
2007,43,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,
2007,44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,
2007,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
2007,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-4.4,-0.2
2007,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-2.1,-0.1
2007,48,LAL,Marc Gasol,,13,886,28629,12504,6584,2983,.481,.359,.776,32.3,14.1,7.4,3.4,85.0,.143,3.1,36.4
2007,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-3.6,-1.5
2007,50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
2007,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0
2007,52,POR,Taurean Green,Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-7.5,-0.1
2007,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-10.3,-0.1
2007,54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
2007,55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,,,,
2007,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-0.7,5.2
2007,57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,,,,
2007,58,SAS,Georgios Printezis,,,,,,,,,,,,,,,,,,
2007,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.6,-0.2
2007,60,DAL,Milovan Raković,,,,,,,,,,,,,,,,,,
2008,1,CHI,Derrick Rose,Memphis,12,640,20506,11814,2137,3515,.456,.309,.828,32.0,18.5,3.3,5.5,42.3,.099,1.3,17.4
2008,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,.465,.349,.759,22.8,12.4,4.7,1.3,15.6,.054,-1.7,0.9
2008,3,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.9,4.7
2008,4,SEA,Russell Westbrook,UCLA,13,936,32460,21676,6868,7949,.438,.305,.790,34.7,23.2,7.3,8.5,103.8,.153,4.7,54.6
2008,5,MEM,Kevin Love,UCLA,13,734,23305,13235,8086,1748,.442,.370,.828,31.8,18.0,11.0,2.4,82.7,.170,3.3,31.1
2008,6,NYK,Danilo Gallinari,,12,657,19987,10503,3178,1302,.427,.383,.876,30.4,16.0,4.8,2.0,60.1,.144,2.0,19.9
2008,7,LAC,Eric Gordon,Indiana,13,692,22588,11498,1698,1967,.425,.368,.812,32.6,16.6,2.5,2.8,35.0,.074,-0.4,8.9
2008,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,0.5,.030,-3.6,-0.3
2008,9,CHA,D.J. Augustin,Texas,13,915,21820,8883,1725,3632,.411,.379,.867,23.8,9.7,1.9,4.0,46.7,.103,-0.5,8.0
2008,10,NJN,Brook Lopez,Stanford,13,848,25712,13975,5314,1238,.494,.341,.795,30.3,16.5,6.3,1.5,70.2,.131,1.3,21.6
2008,11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,.411,.361,.818,21.3,8.4,2.1,2.9,18.6,.072,-1.6,1.1
2008,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-2.6,-2.4
2008,13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,11.2,.051,-1.4,1.6
2008,14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-1.6,0.4
2008,15,PHO,Robin Lopez,Stanford,13,896,19833,7852,4447,740,.535,.293,.746,22.1,8.8,5.0,0.8,47.7,.116,-1.0,4.9
2008,16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,25.8,.116,-2.2,-0.6
2008,17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,.465,.250,.755,24.8,10.0,6.3,1.3,35.9,.105,-1.1,3.5
2008,18,WAS,JaVale McGee,Nevada,13,741,12714,5820,3807,312,.572,.185,.595,17.2,7.9,5.1,0.4,37.4,.141,0.1,6.7
2008,19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,21.9,.088,-1.8,0.5
2008,20,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,.503,.286,.797,13.3,5.3,3.9,0.5,7.5,.093,-2.8,-0.8
2008,21,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,.422,.380,.854,25.8,12.3,5.3,0.9,46.7,.134,1.0,12.8
2008,22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,.451,.388,.853,27.1,9.6,2.6,1.7,39.3,.086,-0.6,7.9
2008,23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,.534,.000,.582,16.4,5.7,5.0,0.5,28.3,.120,-1.3,2.0
2008,24,SEA,Serge Ibaka,,12,847,24028,10570,6205,690,.514,.360,.759,28.4,12.5,7.3,0.8,70.4,.141,0.5,15.4
2008,25,HOU,Nicolas Batum,,13,850,26438,9612,4429,3106,.435,.360,.841,31.1,11.3,5.2,3.7,59.2,.107,1.6,23.9
2008,26,SAS,George Hill,IUPUI,13,808,22278,8931,2483,2562,.457,.384,.803,27.6,11.1,3.1,3.2,66.5,.143,1.4,19.1
2008,27,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,.444,.352,.765,17.8,6.5,3.5,0.8,12.3,.066,-2.2,-0.4
2008,28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017,-2.8,-0.9
2008,29,DET,D.J. White,Indiana,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087,-2.1,0.0
2008,30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027,-4.3,-0.1
2008,31,MIN,Nikola Peković,,6,271,6744,3405,1807,199,.518,,.760,24.9,12.6,6.7,0.7,18.8,.134,-0.7,2.2
2008,32,SEA,Walter Sharpe,UAB,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-.131,-10.1,0.0
2008,33,POR,Joey Dorsey,Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092,-2.7,-0.3
2008,34,MIN,Mario Chalmers,Kansas,9,646,17245,5743,1585,2412,.417,.351,.793,26.7,8.9,2.5,3.7,32.3,.090,-0.6,5.9
2008,35,LAC,DeAndre Jordan,Texas A&M,13,930,25551,8724,9866,909,.674,.083,.475,27.5,9.4,10.6,1.0,92.5,.174,1.4,21.8
2008,36,POR,Ömer Aşık,,8,471,9216,2479,3362,280,.528,.000,.551,19.6,5.3,7.1,0.6,20.9,.109,-1.9,0.1
2008,37,MIL,Luc Mbah a Moute,UCLA,12,689,16038,4380,2800,588,.454,.334,.659,23.3,6.4,4.1,0.9,26.0,.078,-1.5,2.0
2008,38,CHA,Kyle Weaver,Washington State,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051,-1.1,0.3
2008,39,CHI,Sonny Weems,Arkansas,4,183,3335,1189,402,257,.465,.283,.702,18.2,6.5,2.2,1.4,0.0,.001,-4.2,-1.8
2008,40,NJN,Chris Douglas-Roberts,Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.2,-0.2
2008,41,IND,Nathan Jawai,,2,45,431,126,106,24,.435,.000,.684,9.6,2.8,2.4,0.5,0.2,.020,-4.4,-0.3
2008,42,SAC,Sean Singletary,Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006,-5.1,-0.2
2008,43,SAC,Patrick Ewing,Georgetown,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.1,0.0
2008,44,UTA,Ante Tomić,,,,,,,,,,,,,,,,,,
2008,45,SAS,Goran Dragić,,13,861,24072,11946,2653,4147,.462,.362,.766,28.0,13.9,3.1,4.8,55.8,.111,0.7,16.3
2008,46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
2008,47,WAS,Henry Walker,Kansas State,5,181,3016,1079,401,153,.446,.369,.760,16.7,6.0,2.2,0.8,5.0,.079,-1.8,0.2
2008,48,PHO,Malik Hairston,Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086,-2.0,0.0
2008,49,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,,,,,
2008,50,SEA,DeVon Hardin,California,,,,,,,,,,,,,,,,,
2008,51,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,,,,,
2008,52,MIA,Darnell Jackson,Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059,-5.2,-0.8
2008,53,UTA,Tadija Dragićević,,,,,,,,,,,,,,,,,,
2008,54,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,,,,,
2008,55,POR,Mike Taylor,Iowa State,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-.028,-5.2,-0.6
2008,56,SEA,Sasha Kaun,Kansas,1,25,95,23,26,3,.529,,.455,3.8,0.9,1.0,0.1,0.2,.096,-2.8,0.0
2008,57,SAS,James Gist,Maryland,,,,,,,,,,,,,,,,,
2008,58,LAL,Joe Crawford,Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-2.7,0.0
2008,59,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,,,,,
2008,60,BOS,Semih Erden,,2,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094,-3.6,-0.4
2009,1,LAC,Blake Griffin,Oklahoma,11,661,22689,13908,5700,2870,.495,.333,.695,34.3,21.0,8.6,4.3,76.7,.162,3.6,32.0
2009,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-2.7,-0.4
2009,3,OKC,James Harden,Arizona State,12,875,30147,22022,4782,5712,.444,.363,.859,34.5,25.2,5.5,6.5,141.7,.226,6.9,67.9
2009,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,.440,.323,.757,30.7,15.7,4.6,4.8,28.4,.075,0.8,13.1
2009,5,MIN,Ricky Rubio,,10,624,18981,6887,2594,4784,.391,.326,.843,30.4,11.0,4.2,7.7,39.9,.101,0.7,12.8
2009,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.0,-1.9
2009,7,GSW,Stephen Curry,Davidson,12,756,25938,18211,3471,4952,.477,.434,.907,34.3,24.1,4.6,6.6,111.4,.206,6.5,55.7
2009,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,16.4,.102,-2.0,0.0
2009,9,TOR,DeMar DeRozan,USC,12,874,29840,17606,3810,3329,.460,.280,.833,34.1,20.1,4.4,3.8,74.6,.120,0.6,19.5
2009,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,.387,.345,.796,30.3,14.1,3.0,5.7,29.9,.085,0.8,11.8
2009,11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-2.8,-0.6
2009,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-1.8,0.6
2009,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.0,0.0
2009,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-2.8,-0.8
